occupation,location,income,welfare,working_experience,education,industry,section,scale,category
操作工人,河北,5.4,FALSE,经验不限,高中及以下,房地产/建筑,未知,100以下,其他职业类
操作工人,吉林,6,TRUE,经验不限,学历不限,广告/传媒/文化/体育,未知,100以下,其他职业类
操作工人,山东,9.6,TRUE,1-3年,高中及以下,机械/制造,未融资,100以下,其他职业类
操作工人,河北,4.2,TRUE,1-3年,高中及以下,机械/制造,未知,100以下,其他职业类
物流管理,未知,6.6,FALSE,经验不限,学历不限,消费品,不需要融资,100以下,商务与管理类
设计,河南,3,FALSE,1年以内,高中及以下,广告/传媒/文化/体育,未知,100以下,媒体与创意类
操作工人,浙江,6,FALSE,经验不限,学历不限,房地产/建筑,D轮及以上,500以上,其他职业类
操作工人,河北,9,FALSE,3-5年,高中及以下,房地产/建筑,未知,100以下,其他职业类
操作工人,深圳,7.8,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100-499,其他职业类
操作工人,吉林,5.1,FALSE,1年以内,学历不限,制药/医疗,未融资,100-499,其他职业类
操作工人,未知,7.2,TRUE,经验不限,大专,制药/医疗,已上市,500以上,其他职业类
操作工人,山东,6,TRUE,经验不限,学历不限,房地产/建筑,不需要融资,100以下,其他职业类
操作工人,辽宁,6.6,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,广东,7.8,FALSE,1年以内,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,吉林,5.7,FALSE,1-3年,高中及以下,互联网/IT/电子/通信,未知,100以下,其他职业类
操作工人,广东,5.4,FALSE,经验不限,学历不限,机械/制造,未知,100-499,其他职业类
操作工人,四川,3.6,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,500以上,其他职业类
操作工人,山东,6.6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,B轮,100-499,其他职业类
操作工人,四川,7.2,TRUE,经验不限,学历不限,广告/传媒/文化/体育,未融资,100-499,其他职业类
操作工人,安徽,4.8,FALSE,经验不限,学历不限,消费品,不需要融资,100以下,其他职业类
操作工人,浙江,7.5,FALSE,经验不限,学历不限,汽车,未知,100-499,其他职业类
操作工人,深圳,7.8,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100以下,其他职业类
操作工人,上海,7.2,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,其他职业类
操作工人,广东,7.8,FALSE,经验不限,高中及以下,能源/化工/环保,未知,100以下,其他职业类
操作工人,广东,5.7,FALSE,1年以内,学历不限,机械/制造,未知,100以下,其他职业类
操作工人,山东,6.6,TRUE,经验不限,学历不限,能源/化工/环保,不需要融资,100-499,其他职业类
操作工人,浙江,7.2,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100以下,其他职业类
操作工人,陕西,4.5,FALSE,经验不限,高中及以下,交通/物流/贸易/零售,未知,100以下,其他职业类
操作工人,深圳,6.6,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,不需要融资,100以下,其他职业类
操作工人,广东,6,TRUE,1-3年,学历不限,机械/制造,未融资,100以下,其他职业类
操作工人,浙江,8.4,FALSE,1-3年,大专,机械/制造,未知,100以下,其他职业类
操作工人,广东,5.4,FALSE,1-3年,高中及以下,机械/制造,未知,100以下,其他职业类
操作工人,湖北,8.1,TRUE,经验不限,高中及以下,汽车,不需要融资,100-499,其他职业类
操作工人,江苏,8.16,TRUE,经验不限,高中及以下,机械/制造,未融资,100以下,其他职业类
操作工人,山东,6.3,FALSE,经验不限,学历不限,机械/制造,未知,100以下,其他职业类
操作工人,浙江,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100-499,其他职业类
操作工人,山东,2.4,FALSE,经验不限,学历不限,消费品,未知,100以下,其他职业类
操作工人,河南,9,FALSE,经验不限,高中及以下,能源/化工/环保,未知,100-499,其他职业类
操作工人,辽宁,6.6,FALSE,1-3年,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,江苏,8.4,TRUE,经验不限,高中及以下,政府/非盈利机构/其他,未融资,100以下,其他职业类
操作工人,内蒙古,8.7,TRUE,经验不限,高中及以下,能源/化工/环保,不需要融资,500以上,其他职业类
操作工人,山东,4.2,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,河北,5.4,TRUE,经验不限,学历不限,能源/化工/环保,不需要融资,100-499,其他职业类
操作工人,江苏,7.2,TRUE,经验不限,学历不限,能源/化工/环保,不需要融资,100-499,其他职业类
操作工人,山东,5.4,FALSE,1-3年,大专,政府/非盈利机构/其他,不需要融资,100以下,其他职业类
操作工人,山东,6.6,TRUE,经验不限,大专,互联网/IT/电子/通信,已上市,500以上,其他职业类
操作工人,河南,3.66,FALSE,经验不限,高中及以下,房地产/建筑,未知,100以下,其他职业类
操作工人,甘肃,7.44,TRUE,1-3年,高中及以下,能源/化工/环保,未融资,100-499,其他职业类
操作工人,河北,3.6,FALSE,经验不限,学历不限,汽车,未知,100以下,其他职业类
操作工人,山东,5.1,TRUE,经验不限,高中及以下,制药/医疗,未融资,100-499,其他职业类
操作工人,内蒙古,6,FALSE,经验不限,高中及以下,政府/非盈利机构/其他,未知,500以上,其他职业类
操作工人,辽宁,7.2,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未知,100以下,其他职业类
操作工人,广东,7.8,FALSE,经验不限,高中及以下,消费品,未知,100以下,其他职业类
操作工人,江苏,6,TRUE,经验不限,大专,制药/医疗,B轮,500以上,其他职业类
操作工人,广东,5.7,FALSE,经验不限,学历不限,能源/化工/环保,未融资,100以下,其他职业类
操作工人,广东,6.9,FALSE,经验不限,学历不限,机械/制造,未知,100以下,其他职业类
操作工人,浙江,8.4,TRUE,经验不限,学历不限,能源/化工/环保,已上市,500以上,其他职业类
操作工人,北京,8.4,TRUE,经验不限,学历不限,交通/物流/贸易/零售,未知,500以上,其他职业类
操作工人,山东,6,TRUE,经验不限,高中及以下,服务业,未融资,100-499,其他职业类
操作工人,辽宁,6.6,FALSE,经验不限,学历不限,机械/制造,未融资,100-499,其他职业类
操作工人,天津,6.3,FALSE,经验不限,学历不限,机械/制造,未知,100以下,其他职业类
操作工人,上海,6.6,FALSE,经验不限,高中及以下,汽车,未知,100以下,其他职业类
操作工人,广东,7.8,TRUE,经验不限,高中及以下,能源/化工/环保,未融资,100-499,其他职业类
操作工人,山东,6,FALSE,经验不限,高中及以下,房地产/建筑,不需要融资,100以下,其他职业类
操作工人,未知,3,TRUE,1年以内,高中及以下,制药/医疗,未融资,100-499,其他职业类
操作工人,浙江,7.2,TRUE,1年以内,学历不限,消费品,未融资,100-499,其他职业类
操作工人,安徽,6,FALSE,经验不限,学历不限,机械/制造,A轮,100-499,其他职业类
操作工人,新疆,4.86,FALSE,经验不限,学历不限,机械/制造,未知,100以下,其他职业类
操作工人,浙江,6.6,TRUE,经验不限,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,陕西,4.86,FALSE,经验不限,学历不限,机械/制造,未知,100以下,其他职业类
操作工人,广东,6.3,TRUE,1-3年,高中及以下,机械/制造,不需要融资,100以下,其他职业类
操作工人,山东,6,FALSE,经验不限,高中及以下,房地产/建筑,未知,100以下,其他职业类
操作工人,河北,6.6,FALSE,经验不限,高中及以下,机械/制造,未知,100以下,其他职业类
操作工人,浙江,6,FALSE,3-5年,高中及以下,能源/化工/环保,未知,100以下,其他职业类
操作工人,河南,5.4,TRUE,经验不限,学历不限,房地产/建筑,未知,100-499,其他职业类
操作工人,内蒙古,3.9,TRUE,经验不限,学历不限,消费品,不需要融资,100以下,其他职业类
操作工人,山东,7.2,FALSE,经验不限,学历不限,机械/制造,未知,100以下,其他职业类
操作工人,浙江,7.8,FALSE,1年以内,高中及以下,能源/化工/环保,未融资,100-499,其他职业类
操作工人,江西,6,FALSE,1年以内,高中及以下,机械/制造,不需要融资,100以下,其他职业类
操作工人,山东,6.6,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未融资,100以下,其他职业类
操作工人,浙江,7.8,FALSE,经验不限,学历不限,机械/制造,未知,100-499,其他职业类
操作工人,山西,5.1,FALSE,经验不限,学历不限,机械/制造,未知,100以下,其他职业类
操作工人,广东,6,FALSE,经验不限,学历不限,消费品,不需要融资,100-499,其他职业类
操作工人,河南,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,其他职业类
操作工人,未知,5.7,FALSE,经验不限,学历不限,消费品,未知,100以下,其他职业类
操作工人,甘肃,4.5,FALSE,1-3年,高中及以下,政府/非盈利机构/其他,未知,100以下,其他职业类
操作工人,山东,5.1,FALSE,经验不限,学历不限,消费品,未知,100以下,其他职业类
操作工人,浙江,7.8,TRUE,1年以内,高中及以下,制药/医疗,未知,100-499,其他职业类
操作工人,广东,8.4,TRUE,经验不限,学历不限,消费品,不需要融资,100以下,其他职业类
操作工人,广东,7.2,TRUE,经验不限,高中及以下,机械/制造,未融资,100-499,其他职业类
操作工人,河南,3.9,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未知,100以下,其他职业类
操作工人,河北,7.8,FALSE,经验不限,学历不限,汽车,不需要融资,100-499,其他职业类
操作工人,内蒙古,7.2,FALSE,1-3年,高中及以下,能源/化工/环保,未知,500以上,其他职业类
操作工人,浙江,7.2,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,其他职业类
操作工人,广东,6.9,FALSE,经验不限,学历不限,政府/非盈利机构/其他,未知,100以下,其他职业类
操作工人,广东,5.22,TRUE,经验不限,学历不限,机械/制造,未融资,100以下,其他职业类
操作工人,江苏,5.4,FALSE,经验不限,高中及以下,制药/医疗,未融资,100以下,其他职业类
操作工人,浙江,7.2,FALSE,经验不限,大专,机械/制造,未融资,100以下,其他职业类
操作工人,山东,6.6,TRUE,1-3年,高中及以下,政府/非盈利机构/其他,B轮,100-499,其他职业类
操作工人,广东,5.7,FALSE,经验不限,学历不限,政府/非盈利机构/其他,不需要融资,100以下,其他职业类
操作工人,福建,6.9,FALSE,经验不限,高中及以下,政府/非盈利机构/其他,未知,100以下,其他职业类
操作工人,山东,6.6,FALSE,经验不限,学历不限,机械/制造,未融资,100以下,其他职业类
操作工人,山东,5.4,FALSE,1-3年,高中及以下,制药/医疗,未知,500以上,其他职业类
操作工人,山东,6,TRUE,1-3年,大专,消费品,已上市,500以上,其他职业类
操作工人,黑龙江,6.96,TRUE,经验不限,大专,互联网/IT/电子/通信,不需要融资,500以上,其他职业类
操作工人,山东,8.4,FALSE,经验不限,学历不限,消费品,未知,100以下,其他职业类
操作工人,江苏,7.8,TRUE,1年以内,高中及以下,消费品,未知,100-499,其他职业类
操作工人,甘肃,4.26,FALSE,1-3年,高中及以下,政府/非盈利机构/其他,未知,100以下,其他职业类
操作工人,湖北,7.2,FALSE,1年以内,高中及以下,机械/制造,未知,100-499,其他职业类
设计,内蒙古,4.8,TRUE,经验不限,高中及以下,广告/传媒/文化/体育,未融资,100以下,媒体与创意类
操作工人,广东,5.4,FALSE,1年以内,学历不限,消费品,未知,100以下,其他职业类
操作工人,江苏,7.8,TRUE,1-3年,高中及以下,房地产/建筑,未知,100-499,其他职业类
操作工人,广东,5.1,TRUE,经验不限,学历不限,广告/传媒/文化/体育,不需要融资,100以下,其他职业类
操作工人,未知,6.6,TRUE,经验不限,学历不限,消费品,未融资,500以上,其他职业类
操作工人,广东,6.6,TRUE,经验不限,学历不限,汽车,未融资,500以上,其他职业类
操作工人,青海,4.2,FALSE,经验不限,高中及以下,消费品,不需要融资,500以上,其他职业类
操作工人,福建,9.3,FALSE,经验不限,学历不限,政府/非盈利机构/其他,未知,100以下,其他职业类
操作工人,河南,6.9,TRUE,经验不限,学历不限,制药/医疗,未融资,500以上,其他职业类
操作工人,辽宁,6.3,FALSE,经验不限,学历不限,能源/化工/环保,未知,100以下,其他职业类
操作工人,广东,7.8,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未融资,100以下,其他职业类
操作工人,山东,7.2,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,内蒙古,5.4,FALSE,经验不限,学历不限,消费品,未知,100以下,其他职业类
操作工人,山东,6.6,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,山东,6.66,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,未知,6,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未知,100以下,其他职业类
操作工人,安徽,7.2,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,广东,8.1,FALSE,经验不限,学历不限,消费品,不需要融资,100以下,其他职业类
操作工人,河南,4.8,FALSE,经验不限,学历不限,机械/制造,未知,500以上,其他职业类
操作工人,安徽,8.46,TRUE,经验不限,学历不限,机械/制造,不需要融资,500以上,其他职业类
操作工人,广东,8.1,FALSE,经验不限,高中及以下,消费品,未知,100以下,其他职业类
操作工人,山东,7.2,FALSE,经验不限,高中及以下,房地产/建筑,未知,100以下,其他职业类
操作工人,贵州,6.6,FALSE,经验不限,学历不限,机械/制造,未知,100-499,其他职业类
设计,新疆,7.8,FALSE,经验不限,学历不限,广告/传媒/文化/体育,未融资,100-499,媒体与创意类
操作工人,湖北,6.78,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未知,500以上,其他职业类
操作工人,宁夏,5.7,TRUE,经验不限,学历不限,消费品,不需要融资,100-499,其他职业类
操作工人,山东,4.2,FALSE,经验不限,学历不限,服务业,未知,100以下,其他职业类
设计,海南,6.6,FALSE,经验不限,学历不限,广告/传媒/文化/体育,未知,100以下,媒体与创意类
操作工人,广东,6.06,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100-499,其他职业类
操作工人,山东,6.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,500以上,其他职业类
操作工人,山东,8.4,FALSE,经验不限,学历不限,能源/化工/环保,未知,500以上,其他职业类
操作工人,广东,7.2,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,500以上,其他职业类
操作工人,江苏,7.02,FALSE,经验不限,学历不限,能源/化工/环保,未知,100-499,其他职业类
操作工人,江苏,8.88,TRUE,经验不限,高中及以下,能源/化工/环保,未融资,500以上,其他职业类
操作工人,江西,4.5,FALSE,3-5年,学历不限,消费品,未知,100以下,其他职业类
操作工人,河北,6.6,FALSE,1-3年,高中及以下,房地产/建筑,未知,100以下,其他职业类
操作工人,陕西,5.1,TRUE,经验不限,高中及以下,房地产/建筑,未知,100以下,其他职业类
操作工人,河北,6.3,FALSE,1-3年,高中及以下,能源/化工/环保,未融资,100以下,其他职业类
操作工人,新疆,7.2,TRUE,1-3年,学历不限,政府/非盈利机构/其他,未知,100以下,其他职业类
操作工人,新疆,6.6,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,其他职业类
操作工人,内蒙古,5.16,FALSE,经验不限,学历不限,服务业,已上市,500以上,其他职业类
操作工人,江苏,7.8,TRUE,经验不限,高中及以下,消费品,不需要融资,500以上,其他职业类
