"","职位","位置","年薪","福利","已有工作经验","学历","公司行业","融资阶段","公司规模","职业类别","log_salary","log_年薪"
"211","CFO","中部地区",12.6,FALSE,"5年以上","本科","商业服务","准备融资","100以下","商务与工程类",2.53369681395743,2.53369681395743
"212","CFO","南部地区",7.8,FALSE,"5年以上","大专","商业服务","未知","100以下","商务与工程类",2.05412373369555,2.05412373369555
"213","CFO","中部地区",15,TRUE,"1-3年","本科","金融互联网","准备融资","100以下","商务与工程类",2.70805020110221,2.70805020110221
"214","CFO","东部地区",27,FALSE,"3-5年","研究生","金融互联网","未知","100以下","商务与工程类",3.29583686600433,3.29583686600433
"215","CFO","东部地区",48,TRUE,"5年以上","本科","金融互联网","不需要融资","100-499","商务与工程类",3.87120101090789,3.87120101090789
"216","CFO","中部地区",15,FALSE,"5年以上","本科","金融互联网","准备融资","100以下","商务与工程类",2.70805020110221,2.70805020110221
"217","CFO","东部地区",5.4,FALSE,"3-5年","本科","公共服务","未知","100以下","商务与工程类",1.68639895357023,1.68639895357023
"218","CFO","西部地区",54,FALSE,"5年以上","本科","金融互联网","未知","100以下","商务与工程类",3.98898404656427,3.98898404656427
"219","CFO","东部地区",15,TRUE,"3-5年","大专","公共服务","不需要融资","100-499","商务与工程类",2.70805020110221,2.70805020110221
"220","CFO","中部地区",32.5,TRUE,"5年以上","本科","公共服务","正在融资","100以下","商务与工程类",3.48124008933569,3.48124008933569
"221","CFO","中部地区",12,FALSE,"3-5年","本科","公共服务","未知","100-499","商务与工程类",2.484906649788,2.484906649788
"222","CFO","东北地区",27,TRUE,"3-5年","本科","金融互联网","准备融资","100-499","商务与工程类",3.29583686600433,3.29583686600433
"223","CFO","西部地区",22.75,FALSE,"5年以上","本科","商业服务","准备融资","100以下","商务与工程类",3.12456514539696,3.12456514539696
"224","CFO","东部地区",33,TRUE,"5年以上","本科","机械制造","不需要融资","100-499","商务与工程类",3.49650756146648,3.49650756146648
"225","CFO","东北地区",16.8,TRUE,"5年以上","大专","媒体教培","正在融资","500以上","商务与工程类",2.82137888640921,2.82137888640921
"226","CFO","东部地区",21.45,FALSE,"经验不限","本科","金融互联网","准备融资","100-499","商务与工程类",3.06572464537403,3.06572464537403
"227","CFO","东部地区",48.75,TRUE,"5年以上","本科","金融互联网","不需要融资","100-499","商务与工程类",3.88670519744386,3.88670519744386
"228","CFO","南部地区",63,FALSE,"3-5年","本科","商业服务","未知","100以下","商务与工程类",4.14313472639153,4.14313472639153
"229","CFO","南部地区",30,FALSE,"3-5年","本科","公共服务","未知","100以下","商务与工程类",3.40119738166216,3.40119738166216
"230","CFO","东北地区",10.2,TRUE,"5年以上","大专","商业服务","不需要融资","100-499","商务与工程类",2.32238772029023,2.32238772029023
"231","CFO","中部地区",9,TRUE,"5年以上","本科","商业服务","准备融资","100以下","商务与工程类",2.19722457733622,2.19722457733622
"232","CFO","中部地区",30.1,TRUE,"3-5年","本科","媒体教培","准备融资","500以上","商务与工程类",3.40452517175483,3.40452517175483
"233","CFO","西部地区",36,FALSE,"5年以上","研究生","商业服务","未知","100以下","商务与工程类",3.58351893845611,3.58351893845611
"234","CFO","南部地区",16.2,TRUE,"5年以上","大专","公共服务","未知","100-499","商务与工程类",2.78501124223834,2.78501124223834
"235","CFO","东部地区",30,FALSE,"5年以上","本科","媒体教培","未知","100以下","商务与工程类",3.40119738166216,3.40119738166216
"236","CFO","东部地区",56,TRUE,"5年以上","本科","金融互联网","正在融资","100以下","商务与工程类",4.02535169073515,4.02535169073515
"237","CFO","中部地区",15,TRUE,"3-5年","大专","金融互联网","准备融资","100以下","商务与工程类",2.70805020110221,2.70805020110221
"238","CFO","东部地区",29.25,TRUE,"5年以上","本科","金融互联网","正在融资","100以下","商务与工程类",3.37587957367787,3.37587957367787
"239","CFO","东部地区",22.4,FALSE,"5年以上","本科","公共服务","未知","100以下","商务与工程类",3.10906095886099,3.10906095886099
"240","CFO","西部地区",24,FALSE,"5年以上","本科","金融互联网","未知","100-499","商务与工程类",3.17805383034795,3.17805383034795
"241","CFO","东部地区",39,TRUE,"5年以上","本科","媒体教培","准备融资","100以下","商务与工程类",3.66356164612965,3.66356164612965
"242","CFO","东部地区",6.6,TRUE,"3-5年","本科","媒体教培","正在融资","100-499","商务与工程类",1.88706964903238,1.88706964903238
"243","CFO","东部地区",33,TRUE,"5年以上","本科","商业服务","正在融资","100-499","商务与工程类",3.49650756146648,3.49650756146648
"244","CFO","中部地区",36,TRUE,"5年以上","本科","金融互联网","不需要融资","100-499","商务与工程类",3.58351893845611,3.58351893845611
"245","CFO","东部地区",12.6,FALSE,"3-5年","本科","媒体教培","准备融资","100以下","商务与工程类",2.53369681395743,2.53369681395743
"246","CFO","东部地区",42,TRUE,"5年以上","本科","商业服务","准备融资","100-499","商务与工程类",3.73766961828337,3.73766961828337
"247","CFO","中部地区",36,TRUE,"5年以上","本科","商业服务","正在融资","500以上","商务与工程类",3.58351893845611,3.58351893845611
"248","CFO","东北地区",15.6,FALSE,"3-5年","本科","金融互联网","准备融资","100以下","商务与工程类",2.74727091425549,2.74727091425549
"249","CFO","南部地区",42,FALSE,"5年以上","本科","金融互联网","准备融资","500以上","商务与工程类",3.73766961828337,3.73766961828337
"250","CFO","南部地区",24.6,FALSE,"5年以上","大专","金融互联网","未知","100以下","商务与工程类",3.20274644293832,3.20274644293832
"251","CFO","东部地区",27,FALSE,"3-5年","学历不限","机械制造","不需要融资","100以下","商务与工程类",3.29583686600433,3.29583686600433
"252","CFO","东部地区",27,TRUE,"5年以上","本科","金融互联网","正在融资","100以下","商务与工程类",3.29583686600433,3.29583686600433
"253","CFO","东部地区",39,TRUE,"5年以上","本科","金融互联网","准备融资","100以下","商务与工程类",3.66356164612965,3.66356164612965
"254","CFO","东部地区",27,TRUE,"5年以上","本科","金融互联网","准备融资","100以下","商务与工程类",3.29583686600433,3.29583686600433
"255","CFO","南部地区",27.3,FALSE,"5年以上","本科","金融互联网","不需要融资","100以下","商务与工程类",3.30688670219091,3.30688670219091
"256","CFO","中部地区",10.2,FALSE,"5年以上","本科","金融互联网","准备融资","100以下","商务与工程类",2.32238772029023,2.32238772029023
"257","CFO","南部地区",10.2,TRUE,"5年以上","本科","公共服务","准备融资","100-499","商务与工程类",2.32238772029023,2.32238772029023
"258","CFO","南部地区",31.8,FALSE,"5年以上","研究生","商业服务","不需要融资","100-499","商务与工程类",3.45946628978613,3.45946628978613
"259","CFO","南部地区",60,TRUE,"5年以上","本科","金融互联网","准备融资","500以上","商务与工程类",4.0943445622221,4.0943445622221
"260","CFO","东部地区",15,TRUE,"5年以上","学历不限","金融互联网","准备融资","100以下","商务与工程类",2.70805020110221,2.70805020110221
"261","CFO","东部地区",19.2,TRUE,"5年以上","本科","金融互联网","准备融资","100以下","商务与工程类",2.95491027903374,2.95491027903374
"262","CFO","中部地区",54,FALSE,"5年以上","本科","商业服务","未知","100以下","商务与工程类",3.98898404656427,3.98898404656427
"263","CFO","东部地区",16.25,FALSE,"5年以上","本科","金融互联网","准备融资","100以下","商务与工程类",2.78809290877575,2.78809290877575
"264","CFO","南部地区",54,TRUE,"5年以上","本科","商业服务","准备融资","500以上","商务与工程类",3.98898404656427,3.98898404656427
"265","CFO","东部地区",72,FALSE,"5年以上","研究生","金融互联网","准备融资","100-499","商务与工程类",4.27666611901606,4.27666611901606
"266","CFO","东部地区",9,TRUE,"5年以上","本科","商业服务","准备融资","100-499","商务与工程类",2.19722457733622,2.19722457733622
"267","CFO","东部地区",60,TRUE,"3-5年","研究生","金融互联网","准备融资","100以下","商务与工程类",4.0943445622221,4.0943445622221
"268","CFO","南部地区",19.8,TRUE,"5年以上","本科","公共服务","准备融资","100以下","商务与工程类",2.98568193770049,2.98568193770049
"269","CFO","西部地区",36,TRUE,"5年以上","本科","金融互联网","不需要融资","100以下","商务与工程类",3.58351893845611,3.58351893845611
"270","操作工人","南部地区",6.6,FALSE,"经验不限","学历不限","商业服务","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"271","操作工人","西部地区",6.36,TRUE,"经验不限","高中及以下","公共服务","不需要融资","100以下","其他职业类",1.85002837735203,1.85002837735203
"272","操作工人","东部地区",6.6,FALSE,"经验不限","学历不限","机械制造","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"273","操作工人","西部地区",5.4,FALSE,"经验不限","学历不限","机械制造","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"274","操作工人","南部地区",5.4,TRUE,"经验不限","高中及以下","金融互联网","不需要融资","500以上","其他职业类",1.68639895357023,1.68639895357023
"275","操作工人","东部地区",6.6,FALSE,"经验不限","学历不限","机械制造","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"276","操作工人","东部地区",6.6,FALSE,"经验不限","学历不限","公共服务","不需要融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"277","操作工人","东部地区",6.6,TRUE,"经验不限","学历不限","公共服务","准备融资","100-499","其他职业类",1.88706964903238,1.88706964903238
"278","操作工人","东部地区",8.4,FALSE,"1-3年","学历不限","机械制造","未知","100-499","其他职业类",2.12823170584927,2.12823170584927
"279","操作工人","东北地区",6,TRUE,"经验不限","高中及以下","商业服务","准备融资","100以下","其他职业类",1.79175946922805,1.79175946922805
"280","操作工人","东北地区",4.2,TRUE,"1-3年","学历不限","商业服务","不需要融资","100以下","其他职业类",1.43508452528932,1.43508452528932
"281","操作工人","东部地区",5.4,FALSE,"1-3年","学历不限","公共服务","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"282","操作工人","南部地区",6.6,FALSE,"经验不限","学历不限","机械制造","不需要融资","100-499","其他职业类",1.88706964903238,1.88706964903238
"283","操作工人","中部地区",5.4,FALSE,"经验不限","学历不限","机械制造","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"284","操作工人","南部地区",6,FALSE,"1-3年","学历不限","商业服务","未知","100以下","其他职业类",1.79175946922805,1.79175946922805
"285","操作工人","南部地区",6.6,TRUE,"经验不限","学历不限","机械制造","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"286","操作工人","中部地区",6,TRUE,"1-3年","高中及以下","机械制造","不需要融资","100-499","其他职业类",1.79175946922805,1.79175946922805
"287","餐饮服务","东北地区",7.2,TRUE,"经验不限","学历不限","商业服务","准备融资","100-499","销售与服务类",1.97408102602201,1.97408102602201
"288","操作工人","中部地区",5.4,FALSE,"经验不限","高中及以下","商业服务","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"289","操作工人","东北地区",6,TRUE,"经验不限","学历不限","媒体教培","未知","100以下","其他职业类",1.79175946922805,1.79175946922805
